offset,start,end,length_bytes,text,note
0x199354,0x199354,0x19937D,42,"Hello there, {PLAYER}!\pHow are the fish biting?",
0x19937E,0x19937E,0x1993B8,59,"Oh, no!\pI had a gift for you, but you have\nno room for it!",
0x1993B9,0x1993B9,0x199420,104,"Uh…\nEr, yes, I’m the Move Deleter.\pI can make Pokémon forget their\nmoves.\pWould you like me to do that?",
0x199421,0x199421,0x199444,36,Which Pokémon should forget a\nmove?,
0x199445,0x199445,0x199464,32,Which move should be forgotten?,
0x199465,0x199465,0x199484,32,{STR_VAR_1} seems to know only one\nmove…,
0x199485,0x199485,0x1994B0,44,Hm! {STR_VAR_1}’s {STR_VAR_2}?\nThat move should be forgotten?,
0x1994B1,0x1994B1,0x1994E9,57,It worked to perfection!\p{STR_VAR_1} has forgotten\n{STR_VAR_2} completely.,
0x1994EA,0x1994EA,0x19951E,53,Come again if there are other\nmoves to be forgotten.,
0x19951F,0x19951F,0x199542,36,What?\nNo Egg should know any moves.,
0x19A4F7,0x19A4F7,0x19A598,162,"9This town has had a problem with\nnightmares for the longest time.\pIf you’re going to choose a place\nto live, it would probably be\lbetter to live somewhere else.",
0x19A5BD,0x19A5BD,0x19A64F,147,9Do you need a way back down the\nmountain?\pMy Abra and I will be more than\nhappy to teleport you down.\pWhat do you say?\nDo you want to teleported?,
0x19A650,0x19A650,0x19A688,57,"Be wary, you’ll need strength to\ncontinue on afterwards.",
0x19A79F,0x19A79F,0x19A7F0,82,9Don’t they have X Attack?\pI like it because it raises the\nAttack stat in battle.,
0x19A7F1,0x19A7F1,0x19A836,70,It never hurts to have extra items.\nYou never know what might happen.,
0x19B86A,0x19B86A,0x19B877,14,Almost there!,
0x19B8B9,0x19B8B9,0x19B8E3,43,I’m not too young for Mel!\nLeave me alone!,
0x19BA45,0x19BA45,0x19BA4F,11,Wrong way!,
0x19BAB4,0x19BAB4,0x19BADE,43,Mel needs someone to paint his\ngood looks!,
0x19BB49,0x19BB49,0x19BB52,10,Dead end!,
0x19BB53,0x19BB53,0x19BB80,46," that picknicker lied,\nthis is the wrong way!",
0x19BBB3,0x19BBB3,0x19BC06,84,"Don’t you love this gym’s design?\pIt’s so good, a genius must have\ncome up with it!",
0x19BC57,0x19BC57,0x19BC88,50,You’ve almost reached Mel!\nJust a little farther!,
0x19BDFE,0x19BDFE,0x19BE34,55,Fallshore Pokémon Gym\nLeader: Mel\pWinning Trainers:\n{RIVAL},
0x19BE37,0x19BE37,0x19BE71,59,"Fallshore Pokémon Gym\nLeader: Mel\pWinning Trainers:\n{RIVAL}, {PLAYER}",
0x19BF8F,0x19BF8F,0x19BFF0,98,Max Repel keeps weaker Pokémon\nfrom appearing.\pMax Repel stays effective longer\nthan Super Repel.,
0x19BFF1,0x19BFF1,0x19C06A,122,"If you have the {COLOR}ÉFall Badge{COLOR}Ç, you can\nbuy {COLOR}ÉUltra Balls{COLOR}Ç!\pThey’re way better at catching\nPokémon than Great Balls.",
0x19C0B4,0x19C0B4,0x19C0F6,67,I heard that a bunch of people are\nup to no good on {COLOR}ÉRoute 9{COLOR}Ë.,
0x19C0F7,0x19C0F7,0x19C176,128,"Every step you take, your Pokémon\nbecome more attached to you.\pIf you have a Pokémon in the\nDay-Care, it will get stronger too.",
0x19C177,0x19C177,0x19C1B7,65,Did you hear?\pSomeone took care of the\ntroublemakers on Route 9!,
0x19E9E5,0x19E9E5,0x19EABD,217,"Hi! \nI’m one of {COLOR}ÉProf. Log’s Aides{COLOR}Ç.\pIf your Pokédex has complete data\non {COLOR}É{STR_VAR_1}{COLOR}Ç species, I’m supposed to\lgive you a reward.\pSo, {PLAYER}, let me ask you.\pHave you gathered data on at least{COLOR}É\n{STR_VAR_1}{COLOR}Ç kinds of Pokémon?",
0x19EABE,0x19EABE,0x19EADF,34, on at least\n{STR_VAR_1} kinds of Pokémon?,
0x19EAE4,0x19EAE4,0x19EB33,80,Great! You have caught {COLOR}É{STR_VAR_3}{COLOR}Ç\nkinds of Pokémon!\pCongratulations!\nHere you go!,
0x19EB59,0x19EB59,0x19EC83,299,"There are items on the ground that\nmay be hidden from view.\pUse the {COLOR}ÉDowser{COLOR}Ç to detect any\nhidden items close to you.\pThe machine is a bit limited.\nIt can’t pinpoint item locations.\pWhat it does is show the direction\nwhere the item is.\pUse it to get your bearings, then\nsearch the area by hand.",
0x19EFE0,0x19EFE0,0x19F05A,123,"I’m the Fishing Guru’s younger\nbrother.\pI simply looove fishing!\nI can’t bear to go without.\pTell me, do you like to fish?",
0x19F05B,0x19F05B,0x19F0B1,87,"Grand! I like your style.\nI think we can be friends.\pTake this and fish, young friend!",
0x19F0B2,0x19F0B2,0x19F0EA,57,{PLAYER} received a Super Rod from\nthe Fishing Guru’s brother.,
0x19F0EB,0x19F0EB,0x19F1F9,271,"Fishing is a way of life!\nIt is like the finest poetry.\pFrom the seas to rivers, go out\nand land the big one, my friend.\pNow, I have a request.\pIf you catch a big Magikarp \nwith that rod, I want to see it.\pAs much as I love to fish, I also\nlove seeing gigantic Magikarp.",
0x19F1FA,0x19F1FA,0x19F216,29,Oh…\nThat’s so disappointing…,
0x19F217,0x19F217,0x19F2DA,196,"Hello there, {PLAYER}!\nHave you been fishing?\pTry fishing with the Super Rod in\nany body of water.\pYou’ll find different Pokémon in\ndifferent places.\pOh, and don’t forget to bring me\ngigantic Magikarp.",
0x19F2DB,0x19F2DB,0x19F31A,64,"Oh? {PLAYER}?\nWhy, if it isn’t a Magikarp!\pAllow me to see it, quick!",
0x19F31B,0x19F31B,0x19F394,122,"… … …Whoa!\n{STR_VAR_2} inches!\pYou have a rare appreciation for\nthe fine, poetic aspects of fishing!\pYou must take this.\nI insist!",
0x19F395,0x19F395,0x19F3CA,54,I’ll look forward to seeing greater\nrecords from you!,
0x19F3CB,0x19F3CB,0x19F409,63,Huh?\n{STR_VAR_2} inches?\pThis is the same size as the one\nI saw before.,
0x19F40A,0x19F40A,0x19F467,94,Hmm…\nThis one is {STR_VAR_2} inches long.\pIt doesn’t measure up to the\n{STR_VAR_3}-inch one you brought before.,
0x19F468,0x19F468,0x19F493,44,Uh… That doesn’t look much like\na Magikarp.,
0x19F494,0x19F494,0x19F4CE,59,"Oh, no!\pI had a gift for you, but you have\nno room for it.",
0x19F4CF,0x19F4CF,0x19F50B,61,The most gigantic Magikarp\nI have ever witnessed…\p{STR_VAR_3} inches!,
0x19F50C,0x19F50C,0x19F55F,84,It’s a blank chart of some sort.\pIt has spaces for writing in\nrecords of some kind.,
0x1A1B8E,0x1A1B8E,0x1A1BB6,41,Obtained an extra page for the\nTOWN MAP!,
0x1A231B,0x1A231B,0x1A2331,23,Obtained the TRI-PASS!,
0x1A2B88,0x1A2B88,0x1A2C4C,197,"I’m the Pokémon Move Maniac.\pI know every single move that\nPokémon learn growing up.\pI’m also a Heart Scale maniac.\pBring me a Heart Scale.\pIf you do that for me, I’ll teach\na move to one Pokémon.",
0x1A2C63,0x1A2C63,0x1A2CBB,89,"Oh! That’s an honest to\ngoodness Heart Scale!\pLet me guess, you want me to teach\na move?",
0x1A2CC3,0x1A2CC3,0x1A2CE0,30,Which Pokémon needs tutoring?,
0x1A2CE1,0x1A2CE1,0x1A2CFB,27,Which move should I teach?,
0x1A2CFC,0x1A2CFC,0x1A2D42,71,Sorry…\pIt doesn’t appear as if I have a\nmove I can teach that Pokémon.,
0x1A2D43,0x1A2D43,0x1A2D80,62,"Then, I’ll need a Heart Scale.\nWhat are you going to give me?",
0x1A2D85,0x1A2D85,0x1A2DAE,42,{PLAYER} handed over a\nHeart Scale in exchange.,
0x1A2DE0,0x1A2DE0,0x1A2E1B,60,"If your Pokémon need to learn a\nmove, I need a Heart Scale.",
0x1A2E20,0x1A2E20,0x1A2E58,57,Hunh? There isn’t a single move\nthat I can teach an Egg.,
0x1A505B,0x1A505B,0x1A5074,26,We hope to see you again!,
0x1A5075,0x1A5075,0x1A5089,21,{PLAYER} booted up the PC.,
0x1A508A,0x1A508A,0x1A50A6,29,Which PC should be accessed?,
0x1A50A7,0x1A50A7,0x1A50BD,23,Accessed Someone’s PC.,
0x1A50BE,0x1A50BE,0x1A50DC,31,Pokémon Storage System opened.,
0x1A50DD,0x1A50DD,0x1A50EE,18,Accessed {PLAYER}’s PC.,
0x1A50EF,0x1A50EF,0x1A5102,20,Accessed Ayla’s PC.,
0x1A5103,0x1A5103,0x1A5132,48,Welcome to the Pokémon Cable Club\nTrade Center.,
0x1A5133,0x1A5133,0x1A515F,45,Welcome to the Pokémon Cable Club\nColosseum.,
0x1A5160,0x1A5160,0x1A518F,48,Welcome to the Pokémon Cable Club\nTime Capsule.,
0x1A5190,0x1A5190,0x1A51A2,19,Please come again!,
0x1A51A3,0x1A51A3,0x1A51CF,45,Welcome!\pWe’re having a discount sale today!,
0x1A51D0,0x1A51D0,0x1A51F5,38,"{PLAYER}{KUN}, welcome!\pWhat can I do for you?",
0x1A51F6,0x1A51F6,0x1A5206,17,Obtained the {STR_VAR_2}!,
0x1A5207,0x1A5207,0x1A5217,17,The Bag is full…,
0x1A5218,0x1A5218,0x1A5230,25,{PLAYER} put the {STR_VAR_2}\nin the {STR_VAR_3}.,
0x1A5231,0x1A5231,0x1A5241,17,{PLAYER} found one {STR_VAR_2}!,
0x1A5242,0x1A5242,0x1A525B,26,Too bad!\nThe Bag is full…,
0x1A526C,0x1A526C,0x1A5293,40,{PLAYER} put the Coins away in\nthe Coin Case.,
0x1A5294,0x1A5294,0x1A52B3,32,Too bad!\nThe Coin Case is full…,
0x1A52B4,0x1A52B4,0x1A52DC,41,Too bad!\nThere’s nothing to put them in…,
0x1A52F0,0x1A52F0,0x1A5300,17,Obtained the {STR_VAR_2}!,
0x1A5301,0x1A5301,0x1A532E,46,Too bad! There’s no room left for\nanother {STR_VAR_2}…,
0x1A532F,0x1A532F,0x1A5350,34,The {STR_VAR_2} was transferred\nto the PC.,
0x1A5375,0x1A5375,0x1A53B1,61,An item in Cube V3 can be\nregistered to Select for easy use.,
0x1A5420,0x1A5420,0x1A5434,21,{PLAYER} booted up the PC.,
0x1A5446,0x1A5446,0x1A5475,48,Want to give a nickname to the\n{STR_VAR_2} you received?,
0x1A5483,0x1A5483,0x1A54E0,94,Welcome to our Pokémon Centre!\pWould you like me to heal your\nPokémon back to perfect health?,
0x1A54E1,0x1A54E1,0x1A5510,48,"Okay, I’ll take your Pokémon for a\nfew seconds.",
0x1A5511,0x1A5511,0x1A5525,21,Stay safe out there!,
0x1A552B,0x1A552B,0x1A556D,67,Thank you for waiting.\nWe’ve restored your Pokémon to\lfull health.,
0x1A556E,0x1A556E,0x1A55A4,55,The water is dyed a deep blue…\nWould you like to Surf?,
0x1A55A5,0x1A55A5,0x1A55B2,14,{STR_VAR_1} used Surf!,
0x1A55B3,0x1A55B3,0x1A55E9,55,The current is much too fast!\nSurf can’t be used here…,
0x1A561A,0x1A561A,0x1A5666,77,I’m terribly sorry.\nThe Pokémon Wireless Club is\lundergoing adjustments now.,
0x1A5667,0x1A5667,0x1A568F,41,It appears to be undergoing\nadjustments…,
0x1A5690,0x1A5690,0x1A56A6,23,{PLAYER} handed over the\n{STR_VAR_1}.,
0x1A56A7,0x1A56A7,0x1A56D1,43,Do you want to give a nickname to\nthis {STR_VAR_1}?,
0x1A5700,0x1A5700,0x1A5729,42,{PLAYER} dug up one {STR_VAR_2}\nfrom deep in the ground.,
0x1A58A7,0x1A58A7,0x1A5901,91,Let’s see…\nUh-oh! You have caught only\l{COLOR}É{STR_VAR_3}{COLOR}Ç kinds of Pokémon!\pYou need {COLOR}É{STR_VAR_1}{COLOR}Ç kinds.,
0x1A5909,0x1A5909,0x1A5947,63,"…Oh. I see.\pWhen you get {COLOR}É{STR_VAR_1}{COLOR}Ç kinds of Pokémon,\ncome back.",
0x1A594D,0x1A594D,0x1A597A,46,Oh! I see you don’t have any\nroom for the {STR_VAR_2}.,
0x1A597B,0x1A597B,0x1A59B5,59,I’m looking for the Pokémon\n{STR_VAR_1}!\pWanna trade one for my\n{STR_VAR_2}?,
0x1A59B6,0x1A59B6,0x1A59C5,16,"Awww!\nOh, well…",
0x1A59C6,0x1A59C6,0x1A59D9,20,What?\nThat’s no {STR_VAR_1}!,
0x1A59DA,0x1A59DA,0x1A59E6,13,"Hey, thanks!",
0x1A59E7,0x1A59E7,0x1A59FD,23,Isn’t my old {STR_VAR_2} great?,
0x1A5AD5,0x1A5AD5,0x1A5B07,51,9Hi!\nDo you have a {STR_VAR_1}?\pWant to trade it for my\n{STR_VAR_2}?,
0x1A5B08,0x1A5B08,0x1A5B17,16,That’s too bad.,
0x1A5B18,0x1A5B18,0x1A5B49,50,"…This is no {STR_VAR_1}.\pIf you get one, trade it with me.",
0x1A5B4A,0x1A5B4A,0x1A5B5F,22,"Thanks, you’re a pal!",
0x1A5B60,0x1A5B60,0x1A5B87,40,How is my old {STR_VAR_2}?\nMy {STR_VAR_1} is doing great!,
0x1A5B88,0x1A5B88,0x1A5BAC,37,Bingo!\nThe Key Card opened the door!,
0x1A5BC5,0x1A5BC5,0x1A5C02,62,9Accessed Prof. Log’s PC…\pAccessed the Pokédex Rating\nSystem…,
0x1A5C03,0x1A5C03,0x1A5C2D,43,Would you like to have your\nPokédex rated?,
0x1A5C2E,0x1A5C2E,0x1A5C4C,31,Closed link to Prof. Log’s PC.,
0x1A5C4D,0x1A5C4D,0x1A5C78,44,"Someone’s voice rang out,\n“Don’t run away!”",
0x1A5CDF,0x1A5CDF,0x1A5CF0,18,The door is open…,
0x1A5CF1,0x1A5CF1,0x1A5D30,64,{STR_VAR_2} was transferred to\nSomeone’s PC.\pIt was placed in \nBox “{STR_VAR_1}.”,
0x1A5D31,0x1A5D31,0x1A5D6D,61,{STR_VAR_2} was transferred to\nAyla’s PC.\pIt was placed in \nBox “{STR_VAR_1}.”,
0x1A5D6E,0x1A5D6E,0x1A5DB0,67,Box “{STR_VAR_3}” on\nSomeone’s PC was full.\p{STR_VAR_2} was transferred to\nBox “{STR_VAR_1}.”,
0x1A5DB1,0x1A5DB1,0x1A5DF0,64,Box “{STR_VAR_3}” on\nAyla’s PC was full.\p{STR_VAR_2} was transferred to\nBox “{STR_VAR_1}.”,
0x1A5DF1,0x1A5DF1,0x1A5E04,20,{PLAYER} obtained\nthe {STR_VAR_1}!,
0x1A5E31,0x1A5E31,0x1A5E88,88,There’s no more room for Pokémon!\pThe Pokémon Boxes are full and\ncan’t accept any more!,
0x1A5E89,0x1A5E89,0x1A5EBF,55,"First, you should restore your\nPokémon to full health.",
0x1A5EC0,0x1A5EC0,0x1A5F9A,219,"Your Pokémon have been healed\nto perfect health.\pIf your Pokémon’s energy, HP,\nis down, please come see us.\pIf you’re planning to go far in the\nfield, you should buy some Potions\lat the Pokémon Mart.\pWe hope you excel!",
0x1A5F9B,0x1A5F9B,0x1A5FDE,68,Your Pokémon have been healed\nto perfect health.\pWe hope you excel!,
0x1A5FDF,0x1A5FDF,0x1A6040,98,{PLAYER}!\nWelcome home.\pIt sounds like you had quite\nan experience.\pMaybe you should take a quick\nrest.,
0x1A6046,0x1A6046,0x1A618D,328,"Oh, good!\pYou and your Pokémon are looking\nmuch better.\pIf your Pokémon’s HP is low, try\nhealing up at a {COLOR}ÉPokémon Center{COLOR}Ç!\pI think the closest one to here is\nin {COLOR}ÉBellin Town{COLOR}Ç.\pOr maybe, buy some {COLOR}ÉPotions{COLOR}Ç from the\n{COLOR}ÉPoké Mart{COLOR}Ç!\pIt’s never a bad idea to be\nprepared for the worst.\pMake me proud, honey!\pTake care!",
0x1A6196,0x1A6196,0x1A61E4,79,9{PLAYER} is out of usable\nPokémon!\p{PLAYER} panicked and lost ¥{STR_VAR_1}…\p… … … …\p{PLAYER} whited out!,
0x1A61E5,0x1A61E5,0x1A6210,44,{PLAYER} is out of usable\nPokémon!\p{PLAYER} whited out!,
0x1A6211,0x1A6211,0x1A622B,27,"Hi, there!\nMay I help you?",
0x1A622C,0x1A622C,0x1A6264,57,There is a questionnaire.\nWould you like to fill it out?,
0x1A6265,0x1A6265,0x1A62D2,110,Thank you for taking the time to\nfill out our questionnaire.\pYour feedback will be used for\nfuture reference.,
0x1A62D3,0x1A62D3,0x1A6358,134,"Oh, hello!\nYou know those words?\pThat means you must know about\nthe MYSTERY GIFT.\pFrom now on, you should be\nreceiving MYSTERY GIFTS!",
0x1A6359,0x1A6359,0x1A6392,58,"Once you save your game, you can\naccess the MYSTERY GIFT.",
0x1A6393,0x1A6393,0x1A63C3,49,Thank you for accessing the\nMYSTERY GIFT System.,
0x1A63C4,0x1A63C4,0x1A63D5,18,The {STR_VAR_1} flew away!,
0x1A63E8,0x1A63E8,0x1A6406,31,{PLAYER} found a {STR_VAR_2}!\nIt contains {STR_VAR_1}.,
0x1A6447,0x1A6447,0x1A644E,8,9Gyaoo!,
0x1A6CA2,0x1A6CA2,0x1A6D16,117,9The amount of progress you’ve made\non your Pokédex is:\p{STR_VAR_1} Pokémon seen and\n{STR_VAR_2} Pokémon owned.\p{FONT_NORMAL}Prof. Log’s rating:,
0x1A6D17,0x1A6D17,0x1A6D6C,86,You still have lots to do.\pGo into every patch of grass you\nsee and look for Pokémon!,
0x1A6D6D,0x1A6D6D,0x1A6DDE,114,It looks as if you’re getting on\nthe right track!\pI’ve given one of my AIDES a FLASH\nHM. Make sure you go get it!,
0x1A6DDF,0x1A6DDF,0x1A6E35,87,Your Pokédex could use a bit more\nvolume still!\pTry to catch other species of\nPokémon!,
0x1A6E36,0x1A6E36,0x1A6EA3,110,"Good, it’s apparent that you’re\ntrying hard!\pI’ve given one of my AIDES an\nITEMFINDER. Be sure to collect it!",
0x1A6EA4,0x1A6EA4,0x1A6F0A,103,Your Pokédex is coming along quite\nwell!\pI’ve given one of my AIDES an\nAMULET COIN. Be sure to get it!,
0x1A6F0B,0x1A6F0B,0x1A6F70,102,"Ah, you’ve finally topped 50\nspecies!\pI’ve given one of my AIDES an EXP.\nSHARE. Be sure to go get it!",
0x1A6F71,0x1A6F71,0x1A6FAA,58,Hoho! This is turning into quite the\nrespectable Pokédex!,
0x1A6FAB,0x1A6FAB,0x1A6FF0,70,Very good!\pI think you’ll collect even more\nPokémon by going fishing!,
0x1A6FF1,0x1A6FF1,0x1A7030,64,"Wonderful! Let me guess… You\nlike to collect things, don’t you?",
0x1A7031,0x1A7031,0x1A7062,50,I’m impressed!\nIt must have been difficult to do!,
0x1A7063,0x1A7063,0x1A70A4,66,You’ve finally hit 100 species!\nI can’t believe how good you are!,
0x1A70A5,0x1A70A5,0x1A70D7,51,You even have the evolved forms\nof Pokémon! Super!,
0x1A70D8,0x1A70D8,0x1A7107,48,Excellent! Trade with friends to\nget some more!,
0x1A7108,0x1A7108,0x1A7136,47,Outstanding!\nYou’ve become a real pro at this!,
0x1A7137,0x1A7137,0x1A7174,62,I have nothing left to say!\nYou’re the Pokémon PROFESSOR now!,
0x1A7175,0x1A7175,0x1A71A9,53,Your Pokédex is entirely complete!\nCongratulations!!,
0x1A71AA,0x1A71AA,0x1A71ED,68,And your National Pokédex is:\p{STR_VAR_1} Pokémon seen and\n{STR_VAR_2} Pokémon owned.,
0x1A71EE,0x1A71EE,0x1A722E,65,I’ll be looking forward to seeing\nyou fill the National Pokédex!,
0x1A722F,0x1A722F,0x1A7290,98,"Finally…\pYou’ve finally completed the\nPokédex!\pIt’s magnificent!\nTruly, this is a fantastic feat!",
0x1B1D7C,0x1B1D7C,0x1B1E06,139,9It’s a Pokémon Printer!\pIt can put a print of your Pokémon\non the back of your Trainer Card.\pIt costs only ¥50.\nWould you like to try it?,
0x1B1E07,0x1B1E07,0x1B1E23,29,You don’t have enough money.,
0x1B1E24,0x1B1E24,0x1B1E41,30,Please choose the print type.,
0x1B1E42,0x1B1E42,0x1B1E7C,59,"A big smile for the photo, please!\nThree… Two… One…\pFlash!",
0x1B1E7D,0x1B1E7D,0x1B1EB2,54,Your Pokémon print is ready!\nCheck your Trainer Card.,
0x1BC310,0x1BC310,0x1BC35D,78,9Welcome to the Pokémon Cable\nClub.\pWhich of our services do you wish\nto use?,
0x1BC35E,0x1BC35E,0x1BC387,42,Which of our services do you wish\nto use?,
0x1BC388,0x1BC388,0x1BC3C6,63,Trade Pokémon with another player\nusing a GBA Game Link cable.,
0x1BC3C7,0x1BC3C7,0x1BC402,60,You may battle another Trainer\nusing a GBA Game Link cable.,
0x1BC409,0x1BC409,0x1BC441,57,"For a Double Battle, you must\nhave at least two Pokémon.",
0x1BC442,0x1BC442,0x1BC47B,58,"For trading, you must have at\nleast two Pokémon with you.",
0x1BC47C,0x1BC47C,0x1BC4AB,48,A Pokémon holding the {STR_VAR_1}\nBerry can’t be traded.,
0x1BC4AC,0x1BC4AC,0x1BC4CD,34,Please wait.\n… … B Button: Cancel,
0x1BC4CE,0x1BC4CE,0x1BC50C,63,When all players are ready…\nA Button: Confirm\lB Button: Cancel,
0x1BC50D,0x1BC50D,0x1BC54B,63,Start link with {STR_VAR_1} players.\nA Button: Confirm\lB Button: Cancel,
0x1BC54C,0x1BC54C,0x1BC571,38,Awaiting linkup…\n… … B Button: Cancel,
0x1BC590,0x1BC590,0x1BC59D,14,Please enter.,
0x1BC59E,0x1BC59E,0x1BC5BF,34,I’ll direct you to your room now.,
0x1BC5C0,0x1BC5C0,0x1BC614,85,Someone is not ready to link.\pPlease come back after everyone\nhas made preparations.,
0x1BC615,0x1BC615,0x1BC64D,57,"Sorry, we have a link error…\nPlease reset and try again.",
0x1BC64E,0x1BC64E,0x1BC689,60,The link partners appear to have\nmade different selections.,
0x1BC68A,0x1BC68A,0x1BC6A0,23,Please do visit again.,
0x1BC6A1,0x1BC6A1,0x1BC6C9,41,The number of participants is\nincorrect.,
0x1BC6CA,0x1BC6CA,0x1BC6FF,54,The Single Battle Mode can’t be\nplayed by {STR_VAR_1} players.,
0x1BC700,0x1BC700,0x1BC735,54,The Double Battle Mode can’t be\nplayed by {STR_VAR_1} players.,
0x1BC736,0x1BC736,0x1BC76A,53,There must be four players to play\nthis Battle Mode.,
0x1BC76B,0x1BC76B,0x1BC7A0,54,Please confirm the number of\nplayers and start again.,
